date;transaction_details;description;category;payment_method;withdrawal_amt;deposit_amt;user_id
2024-01-19;Fund Transfer From Bank Islam;Transfer of funds from Bank Islam;Income/Salary;Bank transfer;0.0;100000.0;3
2024-01-19;Planning;Fees for planning applications or permits;Other Expenses;Online banking;102.0;0.0;3
2024-01-19;Planning;Fees for planning applications or permits;Other Expenses;Online banking;102.0;0.0;3
2024-01-19;Planning;Fees for planning applications or permits;Other Expenses;Online banking;102.0;0.0;3
2024-01-19;Planning;Fees for planning applications or permits;Other Expenses;Online banking;102.0;0.0;3
2024-01-19;Planning;Fees for planning applications or permits;Other Expenses;Online banking;102.0;0.0;3
2024-01-19;Planning;Fees for planning applications or permits;Other Expenses;Online banking;102.0;0.0;3
2024-01-19;Planning;Fees for planning applications or permits;Other Expenses;Online banking;102.0;0.0;3
2024-01-19;Planning;Fees for planning applications or permits;Other Expenses;Online banking;102.0;0.0;3
2024-01-19;Planning;Fees for planning applications or permits;Other Expenses;Online banking;102.0;0.0;3
2024-01-20;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;63.0;0.0;3
2024-01-20;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;63.0;0.0;3
2024-01-20;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;28.0;0.0;3
2024-01-20;Home Ownership;;Other Expenses;Others;514.2;0.0;3
2024-01-20;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;315.0;0.0;3
2024-01-20;Fund Transfer From Bank Islam;Transfer of funds from Bank Islam;Income/Salary;Bank transfer;0.0;50000.0;3
2024-01-20;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;63.0;0.0;3
2024-01-20;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;63.0;0.0;3
2024-01-20;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;28.0;0.0;3
2024-01-20;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;28.0;0.0;3
2024-01-21;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;422.0;0.0;3
2024-01-21;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;47.0;0.0;3
2024-01-21;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;47.0;0.0;3
2024-01-21;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;99.0;0.0;3
2024-01-21;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;47.0;0.0;3
2024-01-21;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;982.0;0.0;3
2024-01-21;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;422.0;0.0;3
2024-01-21;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;47.0;0.0;3
2024-01-22;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;153.02;0.0;3
2024-01-22;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;384.0;0.0;3
2024-01-22;Children's Services;Fees for various services provided to children, such as childcare or youth programs;Other Expenses;Direct debit;719.0;0.0;3
2024-01-22;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;993.0;0.0;3
2024-01-22;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;993.0;0.0;3
2024-01-22;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;993.0;0.0;3
2024-01-22;Children's Services;Fees for various services provided to children, such as childcare or youth programs;Other Expenses;Direct debit;719.0;0.0;3
2024-01-22;Children's Services;Fees for various services provided to children, such as childcare or youth programs;Other Expenses;Direct debit;719.0;0.0;3
2024-01-22;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;993.0;0.0;3
2024-01-23;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;465.28;0.0;3
2024-01-23;Home Ownership;;Other Expenses;Others;514.2;0.0;3
2024-01-23;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;115.72;0.0;3
2024-01-23;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;115.72;0.0;3
2024-01-23;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;282.5;0.0;3
2024-01-23;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;282.5;0.0;3
2024-01-23;Home Ownership;;Other Expenses;Others;514.2;0.0;3
2024-01-23;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;115.72;0.0;3
2024-01-23;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;217.0;0.0;3
2024-01-23;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;115.72;0.0;3
2024-01-23;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;465.28;0.0;3
2024-01-23;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;282.5;0.0;3
2024-01-23;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;115.72;0.0;3
2024-01-23;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;135.89;0.0;3
2024-01-23;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;282.5;0.0;3
2024-01-24;Home Ownership;;Other Expenses;Others;514.2;0.0;3
2024-01-24;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;330.44;0.0;3
2024-01-24;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;402.67;0.0;3
2024-01-24;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;660.53;0.0;3
2024-01-24;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;402.67;0.0;3
2024-01-24;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;330.44;0.0;3
2024-01-24;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;330.44;0.0;3
2024-01-24;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;772.38;0.0;3
2024-01-24;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;402.67;0.0;3
2024-01-24;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;330.44;0.0;3
2024-01-24;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;660.53;0.0;3
2024-01-24;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;772.38;0.0;3
2024-01-25;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;775.98;0.0;3
2024-01-25;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;454.09;0.0;3
2024-01-25;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;49.18;0.0;3
2024-01-25;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;49.18;0.0;3
2024-01-26;Home Ownership;;Other Expenses;Others;57.19;0.0;3
2024-01-26;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;861.19;0.0;3
2024-01-26;Sundry Debtors;Miscellaneous outstanding debts owed to the organization;Debts/Overpayments;Direct debit;831.88;0.0;3
2024-01-26;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;831.88;0.0;3
2024-01-26;Home Ownership;;Other Expenses;Others;57.19;0.0;3
2024-01-26;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;861.19;0.0;3
2024-01-26;Home Ownership;;Other Expenses;Others;57.19;0.0;3
2024-01-26;Home Ownership;;Other Expenses;Others;57.19;0.0;3
2024-01-27;Nurseries;Fees for childcare services;Other Expenses;Direct debit;431.0;0.0;3
2024-01-27;Nurseries;Fees for childcare services;Other Expenses;Direct debit;431.0;0.0;3
2024-01-27;Nurseries;Fees for childcare services;Other Expenses;Direct debit;431.0;0.0;3
2024-01-27;Nurseries;Fees for childcare services;Other Expenses;Direct debit;431.0;0.0;3
2024-01-28;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;905.0;0.0;3
2024-01-28;Home Ownership;;Other Expenses;Others;135.89;0.0;3
2024-01-28;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;37.0;0.0;3
2024-01-28;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;37.0;0.0;3
2024-01-28;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;905.0;0.0;3
2024-01-29;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;29.0;0.0;3
2024-01-29;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;82.0;0.0;3
2024-01-29;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;82.0;0.0;3
2024-01-29;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;244.0;0.0;3
2024-01-29;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;29.0;0.0;3
2024-01-29;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;29.0;0.0;3
2024-01-30;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;659.0;0.0;3
2024-01-30;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;107.0;0.0;3
2024-01-30;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;107.0;0.0;3
2024-01-30;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;659.0;0.0;3
2024-01-30;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;107.0;0.0;3
2024-01-31;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;14.0;0.0;3
2024-01-31;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;14.0;0.0;3
2024-01-31;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;14.0;0.0;3
2024-01-31;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;14.0;0.0;3
2024-01-31;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;257.0;0.0;3
2024-01-31;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;905.0;0.0;3
2024-01-31;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;905.0;0.0;3
2024-01-31;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;14.0;0.0;3
2024-01-31;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;257.0;0.0;3
2024-02-01;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;970.0;0.0;3
2024-02-01;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;321.0;0.0;3
2024-02-01;Nurseries;Fees for childcare services;Other Expenses;Direct debit;533.0;0.0;3
2024-02-01;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;655.0;0.0;3
2024-02-01;Nurseries;Fees for childcare services;Other Expenses;Direct debit;533.0;0.0;3
2024-02-01;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;912.0;0.0;3
2024-02-01;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;970.0;0.0;3
2024-02-01;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;321.0;0.0;3
2024-02-02;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;717.0;0.0;3
2024-02-02;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;89.0;0.0;3
2024-02-02;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;717.0;0.0;3
2024-02-02;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;717.0;0.0;3
2024-02-02;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;717.0;0.0;3
